fecha_update	COD_LOCAL	DESCRIPCION	INVENTARIO.u.	INVENTARIO.S.
2021-12-28	5051	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5052	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5053	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5054	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5055	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5056	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5057	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	5058	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	5059	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5060	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5062	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5063	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5064	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5065	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5066	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5067	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5068	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5070	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5071	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5072	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5073	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5074	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5075	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5076	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5077	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	5078	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5079	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5080	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5081	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5082	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5083	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5084	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5085	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5086	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5087	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5088	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5090	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5091	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5092	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5093	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5094	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5095	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	9	322.02
2021-12-28	5096	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5097	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5098	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	10	357.8
2021-12-28	5099	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5100	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	5101	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5102	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5103	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	5104	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5105	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5106	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5107	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5108	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	5109	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5110	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5111	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5112	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5113	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5114	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5115	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5116	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	5118	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5119	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5120	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5122	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5123	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5124	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5125	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5126	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5127	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5128	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	5129	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	14	500.92
2021-12-28	5130	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5131	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5132	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5133	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5134	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5135	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5136	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	5137	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5138	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	5139	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	7	250.46
2021-12-28	5140	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5141	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5142	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5143	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5144	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5145	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5146	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	5147	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5148	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5149	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5150	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5151	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5152	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5153	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5154	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	5155	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	5156	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5157	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	5158	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5159	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5160	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5161	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5162	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5163	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5164	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5165	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5166	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5167	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5168	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5169	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5170	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5171	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5172	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	9	322.02
2021-12-28	5173	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5174	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5175	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5176	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5177	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5178	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5179	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5180	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5181	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5182	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5183	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5184	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5185	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5186	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	5187	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5188	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5189	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5190	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5191	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	5192	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5193	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5194	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5195	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5197	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5198	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5199	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5200	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5201	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5202	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5203	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5204	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5205	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5206	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5207	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5208	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5209	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5210	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5211	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	5212	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5213	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5214	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5215	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5216	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5217	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5218	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5219	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5220	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5221	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5222	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5223	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5224	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5225	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5226	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5227	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	5228	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5229	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5230	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	5231	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5232	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5233	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5234	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5235	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5236	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5237	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	5238	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	5117	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	7	250.46
2021-12-28	5121	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	5009	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3901	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	7	250.46
2021-12-28	4086	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	4231	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	4955	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3807	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3808	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3809	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3810	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3811	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3812	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3813	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3814	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	9	322.02
2021-12-28	3816	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3817	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3818	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3820	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3821	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3824	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3825	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3826	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3827	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3828	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	3829	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3830	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3831	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3832	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3833	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3835	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3836	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3837	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3838	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3839	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3841	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3842	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3843	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3844	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3845	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3846	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3847	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3848	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3849	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3850	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3851	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3852	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3853	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3854	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3855	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3856	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3857	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3858	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3859	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3860	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3861	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3862	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	7	250.46
2021-12-28	3863	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3864	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3866	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3867	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3868	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3869	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3870	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3872	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	7	250.46
2021-12-28	3873	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3876	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3877	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3878	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3881	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3882	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3883	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3885	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3886	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3887	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3888	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3889	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3890	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3892	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3894	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3895	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3896	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3897	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3898	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3899	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3900	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3902	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3903	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3904	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3905	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3907	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3908	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	3909	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	3910	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3911	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3912	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3913	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3914	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3915	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3916	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	5	178.9
2021-12-28	3917	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3918	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	4	143.12
2021-12-28	3919	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3920	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3921	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3922	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3923	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3924	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3925	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3926	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3928	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3929	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	10	357.8
2021-12-28	3930	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	3	107.34
2021-12-28	3931	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3934	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3935	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	6	214.68
2021-12-28	3937	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	11	393.58
2021-12-28	3938	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3939	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	1	35.78
2021-12-28	3940	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
2021-12-28	3941	COSOMIDOL 2-0.5% SOL.OFT FCOX5ML	2	71.56
